DateTime	SPoRT Evaporative Stress Index (ESI-4WEEK): avg
10/28/2012 0:00	0.964573443
11/4/2012 0:00	1.028145194
11/11/2012 0:00	1.159393191
11/18/2012 0:00	1.350698233
11/25/2012 0:00	1.144995093
12/2/2012 0:00	0.939263463
12/11/2012 0:00	0.593630672
12/18/2012 0:00	0.065585323
12/25/2012 0:00	-0.248776361
1/1/2013 0:00	-0.239006415
1/8/2013 0:00	-0.050676126
1/15/2013 0:00	0.02673807
1/22/2013 0:00	-0.063451514
1/29/2013 0:00	-0.191182584
2/5/2013 0:00	-0.007875012
2/12/2013 0:00	-0.192761987
2/19/2013 0:00	-0.175973475
2/26/2013 0:00	0.133507699
3/5/2013 0:00	0.026731517
3/12/2013 0:00	-0.017386682
3/19/2013 0:00	0.01284176
3/26/2013 0:00	-0.085039817
4/2/2013 0:00	-0.014677871
4/9/2013 0:00	0.265780091
4/16/2013 0:00	0.503976047
4/23/2013 0:00	0.43210569
4/30/2013 0:00	0.242180094
5/7/2013 0:00	0.319036186
5/14/2013 0:00	0.884444535
5/21/2013 0:00	0.797599375
5/28/2013 0:00	0.45410797
6/4/2013 0:00	0.287209302
6/11/2013 0:00	0.09614642
6/18/2013 0:00	0.25106591
6/25/2013 0:00	0.242591277
7/2/2013 0:00	0.32514739
7/9/2013 0:00	0.141773701
7/16/2013 0:00	-0.352791756
7/23/2013 0:00	-0.321252882
7/30/2013 0:00	-0.258194208
8/6/2013 0:00	-0.316045284
8/13/2013 0:00	0.053823248
8/20/2013 0:00	0.361516416
8/27/2013 0:00	0.072957352
9/3/2013 0:00	0.390392721
9/10/2013 0:00	0.321637571
9/17/2013 0:00	0.263741195
9/24/2013 0:00	0.387479931
10/1/2013 0:00	0.159603029
10/8/2013 0:00	0.028152825
10/15/2013 0:00	0.496716529
10/22/2013 0:00	0.600604892
10/29/2013 0:00	0.859420121
11/5/2013 0:00	1.104415536
11/12/2013 0:00	0.070145197
11/19/2013 0:00	-0.276759446
11/26/2013 0:00	-0.273956984
12/3/2013 0:00	-0.173943847
12/11/2013 0:00	0.261273235
12/18/2013 0:00	0.6110394
12/25/2013 0:00	1.006675005
1/1/2014 0:00	1.160531521
1/8/2014 0:00	1.31054306
1/15/2014 0:00	1.10491395
1/22/2014 0:00	0.891376734
1/29/2014 0:00	1.037732124
2/5/2014 0:00	0.700281143
2/12/2014 0:00	0.541063726
2/19/2014 0:00	0.33443749
2/26/2014 0:00	0.117179945
3/5/2014 0:00	0.156620547
3/12/2014 0:00	0.70808059
3/19/2014 0:00	0.695482194
3/26/2014 0:00	0.399925232
4/2/2014 0:00	0.313411385
4/9/2014 0:00	0.258689761
4/16/2014 0:00	-0.231151968
4/23/2014 0:00	0.912053168
4/30/2014 0:00	0.331832796
5/7/2014 0:00	0.380605012
5/14/2014 0:00	0.196459398
5/21/2014 0:00	0.03530119
5/28/2014 0:00	0.250896841
6/4/2014 0:00	0.161017627
6/11/2014 0:00	0.330070049
6/18/2014 0:00	0.2110845
6/25/2014 0:00	0.239653185
7/2/2014 0:00	0.187952235
7/9/2014 0:00	0.307589978
7/16/2014 0:00	0.164222419
7/23/2014 0:00	0.131725088
7/30/2014 0:00	0.496810138
8/6/2014 0:00	0.317208648
8/13/2014 0:00	0.060344107
8/20/2014 0:00	-0.046664435
8/27/2014 0:00	-0.136598542
9/3/2014 0:00	0.053746838
9/10/2014 0:00	0.645731986
9/17/2014 0:00	0.434465319
9/24/2014 0:00	0.303313375
10/1/2014 0:00	0.273243308
10/8/2014 0:00	0.150940403
10/15/2014 0:00	0.051970374
10/22/2014 0:00	0.09493053
10/29/2014 0:00	-0.088092476
11/5/2014 0:00	0.004386153
11/12/2014 0:00	0.376320273
11/19/2014 0:00	0.654903471
11/26/2014 0:00	0.825875521
12/3/2014 0:00	0.870635033
12/11/2014 0:00	0.245775729
12/18/2014 0:00	-0.492662549
12/25/2014 0:00	-0.774311125
1/1/2015 0:00	-0.785110891
1/8/2015 0:00	-0.215391159
1/15/2015 0:00	0.376279563
1/22/2015 0:00	0.600523472
1/29/2015 0:00	0.513573706
2/5/2015 0:00	0.207579657
2/12/2015 0:00	0.195468456
2/19/2015 0:00	0.251497716
2/26/2015 0:00	0.161240593
3/5/2015 0:00	0.245119184
3/12/2015 0:00	0.756572485
3/19/2015 0:00	0.65261066
3/26/2015 0:00	0.746127248
4/2/2015 0:00	0.831958055
4/9/2015 0:00	0.710284948
4/16/2015 0:00	0.345591635
4/23/2015 0:00	0.09245301
4/30/2015 0:00	-0.04198654
5/7/2015 0:00	-0.177477598
5/14/2015 0:00	0.37584278
5/21/2015 0:00	0.403965354
5/28/2015 0:00	0.432405949
6/4/2015 0:00	0.439826608
6/11/2015 0:00	0.379429966
6/18/2015 0:00	0.164114773
6/25/2015 0:00	-0.058507022
7/2/2015 0:00	-0.119116731
7/9/2015 0:00	-0.068058856
7/16/2015 0:00	-0.162966549
7/23/2015 0:00	0.016270038
7/30/2015 0:00	-0.199392542
8/6/2015 0:00	-0.239692926
8/13/2015 0:00	0.158054605
8/20/2015 0:00	0.138379961
8/27/2015 0:00	0.156960413
9/3/2015 0:00	0.161220178
9/10/2015 0:00	0.541259527
9/17/2015 0:00	0.626216471
9/24/2015 0:00	0.340928733
10/1/2015 0:00	0.467169076
10/8/2015 0:00	0.463601589
10/15/2015 0:00	0.475269407
10/22/2015 0:00	-0.066628367
10/29/2015 0:00	-0.077680282
11/5/2015 0:00	-0.063986421
11/12/2015 0:00	-0.644340336
11/19/2015 0:00	-0.912270546
11/26/2015 0:00	-1.2815063
12/3/2015 0:00	-1.3191185
12/11/2015 0:00	-1.189424396
12/18/2015 0:00	-0.936303735
12/25/2015 0:00	-0.285565197
1/1/2016 0:00	-0.452688217
1/8/2016 0:00	-0.33102113
1/15/2016 0:00	-0.555500746
1/22/2016 0:00	-0.732860327
1/29/2016 0:00	-0.480761439
2/5/2016 0:00	-0.381959707
2/12/2016 0:00	-0.286199093
2/19/2016 0:00	-0.379303604
2/26/2016 0:00	-0.324359536
3/4/2016 0:00	0.725917637
